,Title,Text
647,ODM major revamp plans unveiled,"Raila Odinga's ODM party has laid down plans to revitalise the outfit amid concerns of dwindling fortunes.This is an indication that the Orange party may not be ready to play subservient to other political forces in next year's presidential duel.Under the plan, ODM will convene a retreat for all its elected leaders as it rolls out a massive offensive to protect its territories from Deputy President William Ruto's Tangatanga camp forays.Despite his falling-out with President Uhuru Kenyatta, Ruto's political resurgence appears to be shaking up ODM's most loyal strongholds.The Star has established that Raila will in three weeks' time chair a meeting of the National Governing Council to rejuvenate the party. The meeting will focus on a fightback plan against Ruto.The NGC meeting is expected to approve proposals by the party's National Executive Council to hold regional delegates meetings to fill vacant leadership positions at the grassroots.At least eight regional delegates meetings have been lined up for about two months starting March, with the NDC likely to be held by June to pick new national office bearers.The NGC meeting will unveil the NDC roadmap for the party's national elections - the first of its kind after the infamous 'men in black' bungled the 2014 polls following a bitter falling out.The Registrar of Political Parties has advised parties that are yet to hold internal elections due to Covid-19 to prepare to do so virtually starting next month.Parties are obliged to comply with their own constitutions and the law of the land by conducting periodic internal elections.Jubilee and ODM are among parties grappling with fears of being declared non-compliant with the law if they fail to hold their elections that were due last year.ODM secretary general Edwin Sifuna dismissed claims the party had convened crisis talks, saying such meetings were part of the ongoing process to strengthen the party.“We are getting back to normalcy in full swing,” Sifuna said.There have been concerns that ODM is slowly losing grip on its porous political strongholds in Western Kenya and the Coast following sustained incursions by Ruto, a 2022 presidential front-runner.Some of Raila's allies say there is an urgent need to ward off further forays by the DP into perceived ODM strongholds if the party is to remain a formidable player in next year's polls.In the upcoming NGC meeting, ODM elected governors, senators, MPs and county assembly leaders will review the party's performance in the last three years and revise its 2022 strategies.Last month, ODM lost in the Msambweni MP by-election. In the poll, Ruto-backed independent candidate Faisal Bader defeated ODM's Omar Boga. The defeat rattled ODM’s dominance at the Coast.But Sifuna, the ODM spokesman, said the party has already done its postmortem on the Msambweni by-election and picked great lessons that would inform future political battles.“We cannot focus on a race that is already finished. We have picked ourselves up and are ready to face the next battles in Nairobi and Matungu, which we will win,” he said.In what is seen as a deliberate campaign to reclaim its lost glory, ODM will soon roll out countrywide campaigns to popularise the party in preparation for the 2022 General Election.ODM director of elections Junet Mohamed on Sunday said the party will fight tooth and nail to vanquish Tangatanga from its strongholds even as he laughed off reports of dwindling fortunes.“We are going to fight with Tangatanga openly now. We want to come back forcefully as ODM through a scorched-earth campaign,” Junet said."
648,Njue: Cardinal who chided Obama over gay rights,"“Let him forget, forget and forget.”John Cardinal Njue was reacting to US President Barrack Obama in June 2013 after the American leader called for better treatment of the LGBTQ community while in Senegal. Njue, the immediate former head of the Catholic Church in Kenya, said Africans must be allowed to determine their own destiny, including on gay rights, which he called unAfrican and a violation of Bible teachings.“... [the] United States has ruined their own societies… I don’t think God was making a mistake when he created Adam and Eve and told them what to do,” he said.Njue was a fierce defender of conservative family values, a mission that put him on a collision course with the powerful. He considered it his job to give them his truth, which he considered to be THE truth.. Pope Francis accepted Cardinal Njue's resignation on Monday. He had passed the mandatory retirement age of 75 as required by the canon law that guides the Roman Catholic Church.Njue has stepped down as the head of the Nairobi Diocese, but he remains a cardinal until the age of 80. He led the diocese since 2007. The Vatican said in a statement the Pope had appointed Nairobi Auxiliary Bishop David Kamau as the Apostolic Administrator of Nairobi Archdiocese. Back in 2013, Cardinal Njue's chiding of Obama received pushback from Charles Daniel Balvo, another Pope-appointed official of the Catholic Church in Kenya. “The homosexuals should be defended against violation of their dignity and human rights, they are human beings like any one of us,” Balvo, the Apostolic Nuncio to Kenya at the time, told a Catholic assembly.A year after the spat with Obama, Cardinal Njue led Catholic bishops to reject a government-led and  WHO-endorsed anti-tetanus vaccination drive. The jab exclusively targeted women of reproductive ages of 14 to 49. The bishops were concerned that the drive only targeted fertile women, suggesting it was a population control plot to inhibit fertilityThey said an independent test of the vaccine sample had found that it contained beta-human chorionic gonadotropin, a birth control hormone. They urged Kenyans to boycott the jab. Further in 2015, Njue led the church in rejecting a polio vaccination drive carried out by the Ministry of Health and sponsored by Unicef and WHO. The vaccine had been found to be contaminated when it was administered on children in Nigeria, they claimed.The government said the jab was safe as it was manufactured by the WHO. The state told the public to ignore the church.But Njue dug in, insisting that the government should have subjected it to independent testing to ensure safety. ""Kenyans must be the ones determining their own destiny as not everything coming from outside the country is safe,"" Njue said. In June 2017, during the celebration of Family Day, Njue slammed men who demand hefty bride prices from their daughters' suitors. In defence of the family unit, he argued that such men ""put roadblocks in the way of marriages by making exorbitant demands for payment from the groom's family"".In 2019, Njue again led the church's bishops to reject policies discussed during the ICPD25, a global UNFPA summit held in Nairobi to discuss reproductive health rights. Born in Embu in 1944, Njue was ordained a priest in 1973 in Rome before returning to the country the following year to embark on his ministry work in Kariakomu in Meru. He also taught philosophy at the National Seminary of Bungoma where he later served as the head from 1978 to 1982. Njue was appointed the Bishop of Embu in 1986 and served as president of the Kenyan Episcopal Conference from 1997 to 2003.He was later installed the Bishop of Nyeri and also served as the Apostolic Administrator of Isiolo from 2005-06.(edited by o. owino)"
649,Uhuru allies see Ruto's hidden hand in perceived Mt Kenya rebellion,"A major split has rocked President Uhuru Kenyatta’s Mt Kenya backyard that now threatens to scuttle the Building Bridges Initiative and the camaraderie with ODM leader Raila Odinga.Uhuru’s allies have claimed Deputy President William Ruto is the hand behind the political turmoil—including the letter by Senate Majority Whip Irungu Kang'ata in which he warned that the proposed BBI referendum faces ""spectacular defeat"" in the region.But the letter has also triggered political suspicion in Raila’s camp that it could be testing ground by some influential individuals to completely abandon the BBI process.On Monday, however, Kang'ata was disowned by powerful Mt Kenya leaders, including the region's 10 governors.National Assembly Majority leader Amos Kimunya trashed Kang'ata’s move as “careless and immature” and alleged it’s a plot by the Ruto political axis to turn the tide against the BBI.“If you read the letter, it is what has been the position of Karen [Ruto's official residence] on the BBI. I even doubt whether the senator is the sole author of the letter,” the Kipipiri MP told the Star.“I wouldn’t want to judge him, but his actions and content of letter seem to be an extension of Karen. That was a very careless attempt to attract attention of the boss by purporting to write a letter to him and copying it to the media. That is totally immature.”The feeling in the Kenyatta camp is that Kang’ata could be preparing to follow nominated Senator Isaac Mwaura to the Ruto camp.Mwaura, a vocal legislator, recently defected to Tangatanga and viciously attacked the Kenyatta and Moi families for holding onto power for more than 50 years.On January 2, Kandara MP Alice Wahome launched a scathing attack on Uhuru and dismissed him as a failed president.In his letter that is music to the Ruto camp, Kang'ata said the BBI is unpopular and has approximately 10 per cent support in Mt Kenya.He also wants no use of provincial administrators, a multiple-question referendum and Jubilee to bend backwards in dealing with rebels.A multiple-question referendum has been one of Ruto’s key demands.There are questions as to why Kang'ata, a connected lawmaker in the Jubilee ranks, chose to address the President through an open letter and not through official channels.Weeks before the BBI signatures were handed to the IEBC, Kang'ata was purportedly leading the Uhuru faction for a consensus with the Ruto axis on contentious BBI proposals.Ndaragwa MP Jeremiah Kioni told the Star that Kang'ata’s move is “tactics of a person on the brink of defection.”“He is looking for a reason to defect to Tangatanga. As the Majority Whip, he has access to the President 24/7, hence has no justification for what he did,” Kioni said.“Such behaviour is in keeping with a weak person. I am disappointed with such an approach. He is quick to look at why the BBI should fail. We even think it may have been a mistake to pick him Senate whip,” the MP said.“When as general you are the first one to throw in the towel and punch holes on the balloon, that is betrayal, not even dishonesty, of the ordinary Kenyans.”Jubilee Party secretary general Raphael Tuju also dismissed Kang'ata’s claims that the BBI is unpopular in the region “There would be no political significance [of his survey] if there are questions over methodology, sample size and validity of the study results,” he told the Star.Following the development, there is a feeling in ODM camp that President Kenyatta might not be fully committed to the BBI and that Raila could be abandoned.Homa Bay MP Peter Kaluma, in a tweet that he hurriedly deleted, sounded the alarm of imminent betrayal. He said the letter was not the senator’s “handwriting”.“We are not welded to anyone. Let no one blackmail us! We've seen it all. We're suicidal. We'll be Solomon if you play wise with us; we can be Samson if you play games with us,” read the tweet, which the lawmaker later claimed was about the 2022 Homa Bay governor race.When contacted, he said: “We are with Uhuru to the end. Once you make your bed, you must lie in it.”Even so, fears abound that Kang’ata is no ordinary leader to author such a letter and circulate it to that extent.“If you see such a letter, the next thing they will say is that they [Mt Kenya] have listened to the voice of the people and have thus decided to shelve the BBI process,” a high-ranking ODM member told the Star in confidence.But 10 Mt Kenya governors in a press statement termed the senator's remarks as “irresponsible, cheap and populist”. “To intimate that the Mt Kenya region is opposed to the document at this stage is not only preposterous but also a serious misrepresentation of facts and reality and, we repeat, very premature,” they said.The governors want the top Jubilee leadership to coordinate the BBI political actors. They said Kang'ata’s statement should be deemed as personal and based on personal prejudices.They county chiefs are Francis Kimemia (Nyandarua), Kiraitu Murungi (Meru), Lee Kinyanjui (Nakuru), Anne Waiguru (Kirinyaga), James Nyoro (Kiambu), Martin Wambora (Embu), Ndiritu Muriithi (Laikipia), Mwangi wa Iria (Murang'a), Muthomi Njuki (Tharaka Nithi) and Mutahi Kahiga (Nyeri)“Kang'ata should have followed official government structures in his address to the President. Such breach of protocol is unacceptable. It raises questions why a senior member of the government leadership in Parliament would choose this cheap populist method to address this issue.”ODM political affairs secretary Opiyo Wandayi described the move as one that is “unhealthy from a political perspective”.“I suppose if the advisory is genuine or authentic, it should have been confidential and the President would be the one to choose whether to share it with other people or not.“The issues raised could be pertinent but the manner they are presented raises more questions than answers,” the Ugunja MP said.But Ruto allies came to Kang'ata’s defence, with Nyeri Deputy Governor Caroline Karugu saying the senator was only reporting his survey findings.“Some not too smart folks are fighting him. Like the proverbial ostrich, they remain dead to the realities on the ground,” she said.Soy MP Caleb Kositany said in a tweet: “This (the letter) is most welcome. I just hope Hon Kang'ata is not in trouble.”The DP’s people say the success of the referendum in Mt Kenya will depend on the character of the people selling the document.But the BBI proponents, in terms of whether Central supports BBI or not, hold that they have been on the ground and know there are people who support the process.Edited by Henry Makori"
650,Freedom fighters dying poor after risking lives for Kenya,"One may judge the Mau Mau for the killings and atrocities they committed, but they are equally up in arms over misrule and neglect decades after Independence in 1963.Interviews with surviving members and supporters in Meru found they are no longer proud of the fight to gain Independence. They did not anticipate that after kicking out colonialists by hook or by crook, they would be left suffering while the nation reels under poor governance and corruption.The Mau Mau movement, which emerged in the 1950s, was the militant wing of a growing clamour for political representation and freedom in Kenya. Wikipedia notes that the first attempt to form a countrywide political party began on October 1, 1944. The Mau Mau rebellion that led to a State of Emergency being declared was heavily dominated by the Kikuyu people as well as the Meru and the Embu.The capture of rebel leader Field Marshal Dedan Kimathi on October 21, 1956, signalled the defeat of the Mau Mau. The rebellion, however, survived until after Kenya's independence from Britain, driven mainly by the Meru units, led by Field Marshal Musa Mwariama and Gen Baimungi.Baimuingi, one of the last Mau Mau generals, was killed shortly after Kenya attained self-rule.Looking back, Mau Mau fighter brigadier Joseph Mwenda, 85, feels they have been short-changed and the country as a whole betrayed.“We are seeing a reverse of what we fought for, a country run in total disregard of law, selfish leaders and corruption,” he said.LEFT TO OWN DEVICESMwenda, the brigadier to the late Field Marshal Musa Mwariama, fought for freedom alongside Mwariama, who hailed from Lubuathirua in Muthara location, Tigania East constituency.He spoke to the Star at his home in Kithithina, besides the cold ranges of Mt Kenya Forest. Mwenda said he has never benefitted from any government kitty or promised property, despite his sacrifice for the nation.He urged the county and national governments to freely enrol the fighters on the National Health Insurance Fund.“I was admitted in ICU in Embu after a stroke paralysed me. I thought I could never regain my memory. My family catered for the hospital bills. Is this the independence I fought for?” he asked.“My message to Uhuru: the promise for Mau Mau fighters has never been fulfilled.”Mwenda said a judge had sentenced Mwariama to five years in jail, which further angered Mau Mau warriors, who swore to continue with killings until his release unless they all die.“Luckily we were summoned by Jomo Kenyatta in Nairobi and Mwariama was released. He had served one and half years in jail,” he said.“We came out of the forest with a promise from Kenyatta we would be given land. I and others settled in the highlands of Mt Kenya after all other parts were already occupied by those who were not in the forest.” Then Lands minister Harvester Angaine gave them land but not for free. It was issued as a loan they repaid over the next 30 years, Mwenda said.“The Kenyatta government succeeded by Arap Moi never helped us. We were referred to as criminals,” he said with bitterness.Mwenda is always glued to radio and TV stations in the hope that the President will one day recognise his sacrifice and invite him for honours.WAR ON WHITESMwenda recalled how they drank the brains of white settlers (colonialists) to mark an oath of loyalty and determination for Independence.He said fighters used beautiful girls to entice, get intelligence and penetrate white’s camps to actualise their mission of killing.“The white man had powerful sniffer dogs and well-trained soldiers. We were slaves in our own land,” Mwenda said.“Those of us who had participated in World War 1 trained the rest to use guns we stole from whites’ police stations. We utilised our wisdom and tricks to manoeuvre their territories and killed many.”Mwenda said in 1952, when Kenyatta and others were arrested, the fighters vowed to revenge.“The whites feared Kikuyu, Meru and Embu because they were relentless in the war. Some communities assimilated and others betrayed us in the war,” he said.“We had a long journey of eight years in the forest, shifting from Nyambene, Nyaga, Nyandarua and Mt Kenya. The whites killed many of us, thinking it was Mwariama. Mwariama was tall, big, gentle and fearless. He got the name Mwariama after he told his colleagues he must knock down and kill the strongest white who was perceived the worst, and he killed him.”Mwariama’s son Joel Mwariama concurred with Mwenda, pleading with President Uhuru Kenyatta to consider the families of Mau Mau heroes.He said his father was a committed warrior who never looked back until the nation was free from colonialists, but the freedom fighters suffer poverty, poor roads and lack of jobs for their children.“They wasted their productive time in forests. President Uhuru Kenyatta announced at Timau to recognise fighters' families. If Raila (Odinga, former Prime minister) can receive millions from the government, why can’t our families benefit?” Joel said.“My father died a poor man. We witness hatred, tribalism and rampant corruption that has robbed the nation of the fighters' core mandate and commitment.”BLACKS ALSO KILLEDMwenda said they had trusted elders in every district to monitor and help them recruit able young men, and those who refused were equally killed.“In any war, killing is not a sin because we killed the enemy,"" he said.The freedom fighter married in his 40s because they had no time for women while in the forest.“God was with us. When we prayed, our prayers were answered instantly. If you pray, pray without jokes or ceasing,” Mwenda advised.He laughed off youths of nowadays for what he termed their cowardice and lust for money and quick acquisition of wealth.Mwenda hailed Meru Governor Kiraitu Murungi’s announcement to name some Meru streets after Field Marshal Musa Mwariama and Baimungi as a great step, but said they need monetary recognition and jobs for Mau Mau children.“Does Kiraitu know the family of Mwariama and I and other Mau Mau warriors have never benefitted? Most fighters were loaned very small land portions in Timau and near Mt Kenya forest. Some of us were shot, others hanged fighting for Independence, but their families are living in abject poverty,"" he said.Mwenda said county and national governments verbally recognise freedom fighters and promise their families heaven but they die without a coin.M’Muthuri wa M’Nturimbitu recalled how his mediation skills during crises earned him the nickname 'Brake'.“I only get Sh1,000, whereas my wives and children do not get a single coin. I was in Baimungi’s soldier’s camp. I ask the government to identify the living fighters and give them stipends,” he said.“The land I occupy  was on loan. If one never paid, you were evicted. What is my family proud of in the government we fought for?”Mukuunga Liili from Kiambogo near Mt Kenya Forest lamented living in poverty despite being an informer and cooking for the Mau Mau fighters.“Our children never got a chance for education. No modern shelter. It is painful for us to live in poverty like hyenas in the forest,” she said.Agnes Karuki said she feels like cursing the government for the wanton corruption and poor leadership exhibited in the country.""We don’t see the real leadership we demanded. There is corruption and little tangible developments reach mwananchi,” she said.Edited by T Jalio"
651,"Why Mau Mau cut ears, lips of traitors","Writing legend Prof Ngugi wa Thiong’o, in the novel 'The river between', stated, ""The oilskin of the house is not for rubbing into the skin of strangers."" This captures why the Mau Mau never tolerated traitors.Nkirang’a Mutiria, 74, from Kithiori, Tharaka Nithi county, shared his experience with the Star on how so many men and women were wounded, some tortured, others castrated and others shot dead after some Kenyans gave information on the whereabouts of freedom fighters and their supporters to the colonialists.Mutiria said while he ran for safety from the colonialists' sympathisers hunting to kill him, he became a permanently disabled person after a thorn injury, which led to the cutting of his leg.Mutiria, who mentioned some of the traitors, wished such betrayal could never happen again in any country. He said it was a must for every Mau Mau person to take an oath that was administered by revered men. The oath meant you would never betray your country’s loyalty or share any secrets of the elders with a third party.Mutiria said once one was discovered to have revealed any information, they were presented in a secret place, where their ears and lips were slashed. Some traitors were also killed.""I joined Mau Mau in 1956. I took the oath at Ciothirai in North Imenti. As I was escaping [from colonialists' sympathisers], I jumped over and stepped on a thorn that destroyed my life,"" he said.""We were dedicated to fight for Independence but today, it is no longer the freedom we fought for. I now live a very vulnerable life as a disabled person from the time my leg became a limp.""Mutiria pleaded with leaders to be mindful of the elderly and youths who are languishing in poverty. He said he was among the people who were registered to benefit from the British compensation to Mau Mau fighters, but no coin has ever reached him.Agnes Karuki said they used to share the little available on the table. “You could not eat alone. We had to share the little we had, including one bean, because the oath worked wonders,” she said.Mau Mau veteran Joseph Mwenda, who was Musa Mwariama’s brigadier, said they had trusted elders in every district to monitor and help them recruit able young men, and those who refused were killed.“In any war, killing is not a sin because we killed the enemy. We could also cut off one’s lips and ears when we got information you shared Mau Mau secrets.”Mwenda said the whites feared Kikuyus, Merus and Embus because they were relentless in the war. He said chopping off ears was a sign their ears do not listen to what should be adhered to and their mouths are a betrayal to what should not be known to strangers.“Some communities assimilated them (colonialists) and others betrayed us in the war. We had a long journey of eight years in the forest, shifting from Nyambene, Nyaga, Nyandarua and Mt Kenya,” he said.“The whites killed many of us thinking it was Mwariama. Only one soldier, a traitor, could vividly identify Mwariama because they were circumcised the same day.”Mwenda recalled how they drank the brains of the white settlers (colonialists) to mark an oath of loyalty and determination for Independence.Edited by T Jalio"
652,Cedar destruction lands KFS official in trouble,"The Kenya Forest Service has interdicted an officer linked to illegal logging of an endangered cedar tree.Cedar is the most targeted tree species. The durable and beautiful wood is moisture-resistant, decay-resistant and insect repellent.KFS in a statement on Monday said Chief Conservator of Forest Julius Kamau ordered interdiction after receiving a report from a rapid response team.The team, KFS said, was recently deployed to the Sachangwan beat, Koibatek station in Baringo county to verify information on illegal logging from members of the public.The rapid response team of KFS security officers proposed immediate corrective actions.KFS said the team established an indigenous cedar tree species (Juniperus procera) had been felled and split into about 70 posts.The recovered posts were moved to rapid response base in Kibunja.CCF Kamau directed immediate interdiction of the officer involved pending  investigations to establish if any other individuals were involved in the crime.Kamau said cedar is an endangered species and its protection shall not be compromised.The CCF said the crime was also under probe by the National Police Service and booked at Molo police station.Kamau emphasised that the duty of forest officers is to protect forest resources. He said any officers abetting forest destruction shall face serious administrative action under law.Kamau thanked members of the public for reporting suspicious forest activities and said credible reports will be thoroughly investigated and corrective measures taken.In February 2018, the government appointed a taskforce to look into forest resources management and logging activities. It reported on April 30.The report said the KFS board and management had been unable to stem and in some instances directly participated in, abetted and systemised rampant corruption and abuse of office.""By so doing they have overseen wanton destruction of our forests, have systematically executed plunder and pillaging of our water towers and bear the responsibility for bringing our environment to the precipice,"" the taskforce said.It examined scale of illegal logging, destruction, degradation and encroachment of public and community forests, water towers and other catchment areas and associated impacts.The taskforce said KFS has institutionalised corruption and the system is replete with deep-rooted corrupt practices, lack of accountability and unethical behaviour.The taskforce also cited dedicated officers who served the country under difficult circumstances. In some cases they have been victimised by cartels, it said.Illegal logging of indigenous trees is a major threat to forests and is rampant in key forest areas.Destruction of indigenous forests is due to illegal squatters, the changing lifestyle of forest dwelling communities, the abuse of plantation schemes,  unclear forest zones, the introduction of irregular settlements and large-scale public infrastructure developments.(Edited by V. Graham)"
653,"Two bodies retrieved, one missing in Lake Baringo","Two bodies – those of a man and a baby – were retrieved on Monday from flooded Lake Baringo after an overloaded speed boat capsized.The accident occurred on Saturday at 3.30pm. The water safety chairman blamed the accident on overloading and said the brakes were applied abruptly.Baringo South subcounty police commander Benjoliffe Munuve said the body of 30-year-old businessman Ken Komen and one-and-a-half-year-old Cara Kipsang were retrieved on Monday morning.“The divers are still struggling to find the body of 15-year old Jill Akinyi, a Form 2 girl at Lake Bogoria Girls High School,” he said.Munuve said 12 people were on board, including family members on an expedition from Kampi Samaki town to Teddy Bear Hotel on Kokwa Island.He said divers from Lake Baringo assisted police to retrieve the bodies.Five victims were rescued immediately, four swam to safety but three were missing.Bogoria Girls High School principal Jean Ngaywa condoled with Jill's family.Lake Baringo Water Rescue and Safety International chairman Joshua Chepsergon blamed the accident on the weight of the vessel, saying it was overloaded.“The coxswain accidentally applied the emergency brakes sharply when he approached the island and then it scooped water, which made the boat capsize,” he said.Chepsergon said due to the waves, overwhelming water levels and darkness, the divers were unable to dive deep on Saturday evening. They resumed on Sunday morning.It was the latest in a number of accidents over the years; at least 11 people drowned.In 2004, the headmaster of Nairobi's Hospital Hill School and seven parents died when their boat capsized after a storm.The same year, a tour guide drowned during a swimming expedition at Devil's Island.An academic tour turned tragic in 2011 after two students of Comboni Youth Polytechnic in Gilgil drowned.One of the students slipped and fell into the swollen lake, his colleague drowned while attempting to rescue him. (Edited by V. Graham)"
654,Court suspends Nairobi governor by-election,"Impeached Nairobi Governor Mike Sonko on Monday got a reprieve in his quest to overturn his removal after the court barred the IEBC from conducting a by-election.Justice Antony Mrima suspended the special Gazette notice issued by the IEBC last month calling for a by-election to replace Sonko.The judge ruled the by-election is suspended pending the hearing and determination of the application by Sonko, who argues that procedures were violated, hence, the impeachment is null and void.""The special Gazette Notice No. 10914 dated December 21, 2020, issued by the IEBC be and is hereby suspended until the hearing and determination of the amended Notice of Motion,” the order reads.The case will be mentioned on January 14 for hearing of the application.Sonko challenged his removal from office, claiming due process was violated. He argued he will suffer snots ouster from office.Sonko argued that he will suffer irreparable damage not compensable in monetary terms because he stands to lose his position as the second governor of the city without due process of the law.Through lawyer Wilfred Nyamu, Sonko wants the court to bar the IEBC from holding a by-election. He faulted the swearing-in of the acting governor.He argued no oath of assumption can be administered with the intention of filling the vacancy of governor until 10 days have lapsed from the date of the office falling vacant.He said a notice also must be given, setting in motion the process of filling the office.“The petitioner challenges the process under which he was removed, setting out infringement of his fundamental rights and freedoms and violations of various provisions of the Constitution of Kenya 2010 and other statutes,” the court papers read.He said there is sufficient evidence to demonstrate the process did not meet the legal threshold, claiming it was not transparent, accountable and verifiable and its integrity is in question.“It is also well settled that some of the MCAs were in Kilifi county outside the jurisdiction of the Nairobi city county and it is not envisaged that they could vote either physically or virtually, contrary to the provisions of the Standing Orders,” the documents read.Sonko says some MCAs who were outside Nairobi have alleged that their accounts were hacked and corrupted.He also claims that strangers purported to log in and vote on behalf of the MCAs who were in Kilifi.According to the court papers, neither the law nor the Standing Orders provide for virtual voting or attendance of sessions of the Nairobi city county assembly.“It is clear from the screenshots of the Zoom system used on the material date that some members logged into the system more than once with different accounts at the same time. There was double and in some cases quadruple logging into peoples’ accounts, which raises serious questions about the integrity of the process,” Sonko says.Sonko says the proceedings at the Nairobi city county assembly could not have been free and fair because there were a lot of threats, blackmail and intimidation. These could not allow free objective debate and that is why nothing is attached because no debate took place.“Nairobi City  County assembly has 122 MCAs but from the record 146 persons voted. In view of the foregoing, it follows that 24 strangers illegally participated in the process bringing the integrity of the process into question,” he says.(Edited by V. Graham)"
655,One more Covid death amid warning of possible surge,"The number of Kenyans who have succumbed to Covid-19 has risen to 1,686 after one more patient died on Monday.In a statement, Health CS Mutahi Kagwe said 106 more people had tested positive for the virus from a sample size of 3,315, representing a positivity rate of 3.19 per cent.The caseload now stands at 96,908 from cumulative tests of 1,059,006 conducted so far.The CS, however, warned the numbers might surge in January before dropping again, largely attributed to the fact that Kenyans are coming out of the festive season.Most people threw caution to the wind, with containment measures not being adhered to.Many urban dwellers travelled upcountry, a move likely to fuel a surge in numbers in rural areas.""The reality is we can expect a bit of a surge in January, but hope it slows,"" Kagwe said.On Sunday, the President extended some of the containment measures, including the curfew hours, for another two months.In his Executive Order, Uhuru said whereas the national positivity rate continues to decline, the Covid-19 pandemic remains a threat to the health and livelihoods of Kenyans.“We must anticipate any situation and therefore that is why we have asked that the preparations for all sorts of isolation facilities in counties are all put in place in the event of anything like that happening,” Kagwe said.He said 184 patients had recovered, raising the recoveries to 79,257. O these, 131 were in the home-based care programme while 53 were discharged from hospitals.“Currently, there are 617 patients admitted in various health facilities countrywide and 2,964 on home-based isolation and care. Twenty-eight patients are in the intensive care unit, 13 of whom are on ventilator support and 12 on supplemental oxygen while three are on observation,” Kagwe said.The CS said 19 patients were separately on supplemental oxygen in general wards.Nairobi recorded 87 new cases followed by Uasin Gishu with five, Kiambu three, Busia, Kajiado and Mombasa two each, while Machakos, Makueni, Kericho, Meru and Kilifi had one case each.Edited by Henry Makori"
656,Kenya takes its position in the UN Security Council for the 2021-2022 term,"Kenya and the other new members of the United Nations Security Council (UNSC) have officially taken their positions.The ceremony took place on Monday evening at the UNSC permanent building in New York City, US.Kenya was represented by its Permanent Representative to the United Nations, Ambassador Martin Kimani.The ambassador said that following the installation, the country will be a bold voice for Kenyans, Africa, and all peoples yearning for peace and security""Deeply touched and honoured to represent the great people and country of Kenya in planting our flag at the door of the UN Security Council! We will be a bold voice for Kenya, Africa, and all peoples yearning for peace and security.""Kenya will serve in the UNSC for a two-year term.Other countries installed alongside Kenya to the UNSC include India, Ireland, Mexico, and Norway.Kenya won the non-permanent seat in June 2020, garnering 129 votes in the second round against Djibouti.Djibouti got 62 votes after forcing the second voting by denying Kenya the win in the first round."
657,"Machakos senatorial by-election date revised to March 18, from March 23","The Independent and Electoral Commission (IEBC) has announced a new date for the Machakos Senate by-elections.The commission's chair Wafula Chebukati said on Monday that the by-election will be held on March 18, 2021.Earlier on, the commission had set the by-election for March 23, but the date has been revised due to the national examinations.Chebukati said that the Ministry of Education has informed the commission that on the week of March 23, the national examinations will start, conflicting with the by-election.""To this end, the commission has revised the timelines of the by-election of the Senate Machakoss to March 18, 2021,"" Chebukati said.The seat fell vacant following the death of Senator Boniface Kabaka.Chebukati said that the political parties are to submit to the commission the names of the persons contesting in its party primaries before the nomination day.According to the notice that had been issued earlier regarding the Machakos by-election, political parties had up to today to submit names of persons contesting in the primaries.Political parties will be required to present candidates for the election by January 18, 2021, having resolved all disputes arising from the primaries.Direct nominations will also close on the same date; with parties required to submit names and symbols they intend to use during the by-election.In his statement, Chebukati said that the date set for the Nairobi governor by-election will remain the same, which is February 18, 2021.Matungu and Kabuchai constituencies by-elections will also remain unchanged, which is March 4, 2021."
658,"Yemeni boy, ravaged by hunger, weighs 7 kg","Paralysed and severely malnourished, seven-year-old Faid Samim lies curled up on a hospital bed in the Yemeni capital Sanaa, having barely survived the journey there.“He was almost gone when he arrived but thank God we were able to do what was necessary and he started improving. He is suffering from CP (cerebral palsy) and severe malnutrition,” said Rageh Mohammed, the supervising doctor of the Al-Sabeen hospital’s malnutrition ward.Faid weighs only 7 kg (just over 15 lb) and his tiny, fragile frame takes up barely a quarter of a folded hospital blanket.His family had to travel from Al-Jawf, 170 km (105 miles) north of Sanaa, through checkpoints and damaged roads, to get him there.Unable to afford Faid’s medication or treatment, the family relies on donations to get him treated.Mohammed says malnutrition cases are on the rise and impoverished parents are forced to rely on the kindness of strangers or international aid to get their children treated.Famine has never been officially declared in Yemen, where a six-year war has left 80 per cent of the population reliant on aid in what the U.N. says is the world’s largest humanitarian crisis.UN warnings in late 2018 of impending famine prompted an aid ramp-up. But coronavirus restrictions, reduced remittances, locusts, floods, and significant underfunding of the 2020 aid response are exacerbating hunger.The war in Yemen, in which a Saudi-led coalition has been battling the Iranian-aligned Houthi movement since 2015, has killed more than 100,000 people and left the country divided, with the Houthis holding Sanaa and most major urban centres."
